<TICKER>;<PER>;<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MOEX.CBOM:SMAL;D;20221014;5.6050000;5.6050000;5.6050000;5.6050000;1
MOEX.CBOM:SMAL;D;20221021;5.7560000;5.7560000;5.7560000;5.7560000;7
MOEX.CBOM:SMAL;D;20221024;6.3100000;6.3100000;6.3100000;6.3100000;2
MOEX.CBOM:SMAL;D;20221025;6.2500000;6.2500000;6.2500000;6.2500000;99
MOEX.CBOM:SMAL;D;20221026;5.9650000;6.4000000;5.8040000;6.4000000;81
MOEX.CBOM:SMAL;D;20221028;6.4040000;6.4040000;6.4040000;6.4040000;1
MOEX.CBOM:SMAL;D;20221031;6.4100000;6.4100000;6.4100000;6.4100000;21
MOEX.CBOM:SMAL;D;20221101;6.4100000;6.4100000;6.4100000;6.4100000;2
MOEX.CBOM:SMAL;D;20221102;6.2040000;6.4040000;6.2040000;6.4040000;101
MOEX.CBOM:SMAL;D;20221115;5.9580000;7.3950000;5.9580000;7.3950000;39
MOEX.CBOM:SMAL;D;20221122;6.6100000;6.6100000;5.9180000;5.9180000;14
