<TICKER>;<PER>;<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
IRKT;D;20220714;47.6400000;48.1600000;44.0000000;44.1600000;2734500
IRKT;D;20220715;44.1200000;51.6800000;44.1200000;49.0000000;5860500
IRKT;D;20220718;50.1000000;53.6000000;49.6000000;52.0200000;3758900
IRKT;D;20220719;52.9800000;53.4800000;49.3200000;51.8600000;2367800
IRKT;D;20220720;52.2000000;52.4000000;48.6000000;49.7400000;1660200
IRKT;D;20220721;49.7000000;52.6200000;49.2800000;50.7200000;1755500
IRKT;D;20220722;51.4000000;51.5000000;49.7200000;50.1800000;719300
IRKT;D;20220725;51.0200000;51.5000000;50.4000000;50.4600000;665400
IRKT;D;20220726;50.5600000;50.5600000;48.7000000;49.2200000;708400
IRKT;D;20220727;49.1600000;49.4800000;47.0800000;48.0000000;996100
IRKT;D;20220728;48.9800000;48.9800000;46.2000000;46.8400000;1316200
IRKT;D;20220729;46.9600000;48.8000000;45.0000000;46.3400000;846500
IRKT;D;20220801;46.8400000;48.3600000;46.0000000;47.2200000;726900
IRKT;D;20220802;47.2200000;47.2200000;45.4000000;46.0000000;384300
IRKT;D;20220803;45.6000000;46.5000000;44.6200000;45.4600000;526400
IRKT;D;20220804;45.3200000;45.4600000;44.0000000;44.0800000;342600
IRKT;D;20220805;44.3600000;44.4600000;42.1000000;42.3600000;552900
IRKT;D;20220808;42.6800000;44.6200000;41.3600000;42.1600000;597300
IRKT;D;20220809;42.3400000;42.5000000;41.1000000;41.7400000;578000
IRKT;D;20220810;42.2000000;48.0000000;41.3800000;45.8000000;3912300
IRKT;D;20220811;46.1600000;48.5000000;44.3000000;45.7400000;1872100
IRKT;D;20220812;46.6800000;46.6800000;44.9800000;45.1400000;289000
IRKT;D;20220815;45.1400000;45.8800000;44.7000000;45.1400000;323600
IRKT;D;20220816;45.4400000;46.9600000;45.1400000;45.7000000;528100
IRKT;D;20220817;45.8400000;46.2600000;43.9800000;44.7600000;368000
IRKT;D;20220818;44.6600000;45.6000000;43.6200000;44.0600000;297000
IRKT;D;20220819;43.7800000;43.8200000;42.5000000;43.1000000;456200
IRKT;D;20220822;43.0800000;43.8000000;42.6400000;43.0400000;181800
IRKT;D;20220823;43.1200000;43.4000000;42.2400000;42.8200000;289300
IRKT;D;20220824;42.9000000;42.9000000;42.3000000;42.6600000;150800
IRKT;D;20220825;42.4600000;42.6000000;42.2000000;42.4000000;152600
IRKT;D;20220826;42.3200000;44.9000000;42.0200000;42.9600000;646500
IRKT;D;20220829;43.5800000;46.7200000;43.1800000;44.7400000;1228000
IRKT;D;20220830;44.3200000;44.5800000;43.2200000;43.3800000;442200
IRKT;D;20220831;43.1400000;43.7200000;42.4000000;42.8400000;373000
IRKT;D;20220901;42.9000000;43.4600000;42.6200000;42.8000000;210700
IRKT;D;20220902;43.2600000;44.7000000;43.0000000;43.7200000;450000
IRKT;D;20220905;43.6800000;46.9800000;43.6800000;46.1800000;1371100
IRKT;D;20220906;46.0800000;46.2000000;43.1200000;44.0000000;762800
IRKT;D;20220907;45.6000000;47.9800000;45.3200000;46.7600000;2849100
IRKT;D;20220908;47.0000000;48.5200000;45.1200000;46.2800000;942000
IRKT;D;20220909;46.3200000;46.5000000;45.2600000;45.6400000;236900
IRKT;D;20220912;45.5200000;46.9000000;45.0400000;46.0200000;480500
IRKT;D;20220913;46.1600000;46.1600000;44.5000000;44.8000000;399500
IRKT;D;20220914;44.8400000;44.9600000;43.5600000;43.7400000;376000
IRKT;D;20220915;44.3800000;44.4800000;42.5600000;43.2400000;364400
IRKT;D;20220916;43.8200000;43.8200000;43.1000000;43.3200000;231800
IRKT;D;20220919;43.4800000;44.9800000;43.4400000;43.9000000;250800
IRKT;D;20220920;44.2000000;46.5000000;42.2000000;44.7000000;1918800
IRKT;D;20220921;44.9600000;51.8400000;41.3000000;48.4800000;5227300
IRKT;D;20220922;49.9800000;51.4600000;46.3000000;46.9200000;1799900
IRKT;D;20220923;47.6800000;48.2600000;43.1200000;44.6200000;1266900
IRKT;D;20220926;44.1400000;45.7600000;33.0800000;36.0000000;3564900
IRKT;D;20220927;36.6400000;37.8800000;33.6600000;34.9200000;2156600
IRKT;D;20220928;35.6200000;36.4400000;34.1000000;35.0000000;1073800
IRKT;D;20220929;36.1800000;36.1800000;33.2200000;33.4200000;799300
IRKT;D;20220930;33.4000000;34.2200000;29.9200000;33.0600000;2039600
IRKT;D;20221003;34.3800000;35.8800000;33.3000000;34.5200000;720900
IRKT;D;20221004;34.5400000;35.5000000;33.2200000;33.6200000;492600
IRKT;D;20221005;33.9800000;34.1400000;32.0200000;32.5000000;458700
IRKT;D;20221006;32.6000000;33.7000000;31.3000000;31.7600000;601000
IRKT;D;20221007;31.8400000;33.0000000;30.7600000;31.3000000;1247800
IRKT;D;20221010;30.5200000;32.3000000;29.0000000;31.0200000;899700
IRKT;D;20221011;31.0800000;31.9800000;31.0000000;31.3000000;246500
IRKT;D;20221012;31.6800000;32.3600000;31.3000000;32.3000000;343000
IRKT;D;20221013;32.3000000;35.8800000;32.0000000;34.4800000;2091300
IRKT;D;20221014;35.1000000;35.5000000;33.3000000;33.4600000;323400
IRKT;D;20221017;33.4800000;35.1000000;33.3200000;35.1000000;522700
IRKT;D;20221018;35.1200000;37.5000000;34.1200000;36.7000000;1234900
IRKT;D;20221019;36.4000000;37.1800000;35.1200000;35.6600000;671800
IRKT;D;20221020;35.9000000;37.6400000;35.3800000;37.1200000;653900
IRKT;D;20221021;37.3000000;37.3000000;36.0200000;36.4800000;292600
IRKT;D;20221024;36.1000000;37.3000000;36.0000000;36.2800000;393700
IRKT;D;20221025;36.7200000;37.6800000;36.3000000;37.2800000;566000
IRKT;D;20221026;37.2800000;37.5000000;36.6000000;36.9400000;340400
IRKT;D;20221027;37.1200000;38.2000000;36.0000000;36.8200000;820900
IRKT;D;20221028;37.3800000;37.3800000;36.1200000;36.2600000;259300
IRKT;D;20221031;36.2600000;39.1200000;36.2600000;37.5000000;1330400
IRKT;D;20221101;37.8800000;38.9400000;37.8000000;38.6600000;584200
IRKT;D;20221102;38.8600000;38.9400000;37.6400000;37.8000000;325300
IRKT;D;20221103;37.7000000;38.0000000;37.2800000;37.9600000;343300
IRKT;D;20221107;38.3800000;39.0000000;38.2000000;38.2800000;265200
IRKT;D;20221108;38.4800000;38.4800000;37.7000000;38.0600000;245800
