<TICKER>;<PER>;<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MTSS;D;20221103;222.8000000;223.0000000;220.2500000;222.3000000;826350
MTSS;D;20221107;223.0500000;229.0000000;222.8000000;227.7000000;1234750
MTSS;D;20221108;227.8500000;232.0000000;226.5000000;230.4500000;1639620
MTSS;D;20221109;230.1000000;231.6000000;222.8000000;224.7500000;1862760
MTSS;D;20221110;224.9000000;229.3500000;224.4000000;228.3500000;706820
MTSS;D;20221111;228.5000000;235.5000000;226.7500000;235.0000000;1665480
MTSS;D;20221114;236.4000000;237.4000000;233.5000000;234.5500000;895310
MTSS;D;20221115;234.9000000;238.0000000;221.1000000;231.1000000;3010020
MTSS;D;20221116;233.6000000;238.9500000;231.1500000;233.7500000;3003350
MTSS;D;20221117;234.4000000;235.4000000;232.0000000;232.6000000;768470
MTSS;D;20221118;232.0000000;233.2000000;228.5000000;230.4500000;905540
MTSS;D;20221121;230.4000000;230.4000000;225.8500000;227.7000000;1045520
MTSS;D;20221122;227.7000000;228.0000000;226.5000000;227.8000000;521970
